,Name,Date Of Birth,Country,Number_200m,Number_first_50m,Number_second_50m,Number_third_50m,gender
62,"BELMONTE GARCIA, Mireia",1990,ESP,2:06.06,28.86,32.09,32.47,1
63,"ZHOU, Yilin",1992,CHN,2:06.52,28.48,32.61,32.51,1
64,"HOSHI, Natsumi",1990,JPN,2:06.74,29.21,32.46,32.74,1
65,"ZHANG, Yufei",1998,CHN,2:06.95,28.52,32.55,32.90,1
66,"FLICKINGER, Hali A",1994,USA,2:07.02,28.75,31.73,33.20,1
67,"THROSSELL, Brianna",1996,AUS,2:07.19,28.73,32.50,32.66,1
68,"ADAMS, Cammile",1991,USA,2:07.22,29.00,32.17,32.96,1
69,"HASEGAWA, Suzuka",2000,JPN,2:07.33,29.13,32.04,33.04,1
70,"SZILAGYI, Liliana",1996,HUN,2:07.34,28.47,32.82,32.91,1
71,"HENTKE, Franziska",1989,GER,2:07.67,28.84,32.45,32.96,1
72,"VAN BERKEL, Martina Eva",1989,SUI,2:07.90,29.66,32.81,32.97,1
73,"AN, Sehyeon",1995,KOR,2:08.69,28.76,33.02,33.10,1
74,"POLIERI, Alessia",1994,ITA,2:09.35,29.66,33.14,32.99,1
75,"KLINAR, Anja",1988,SLO,2:09.44,29.26,32.73,33.34,1
76,"LACROIX, Audrey",1983,CAN,2:09.95,29.20,32.63,33.91,1
77,"BELMONTE GARCIA, Mireia",1990,ESP,2:06.64,29.08,32.47,32.55,1
78,"FLICKINGER, Hali A",1994,USA,2:06.67,28.76,31.86,32.40,1
79,"ADAMS, Cammile",1991,USA,2:06.67,29.11,32.15,32.56,1
80,"SZILAGYI, Liliana",1996,HUN,2:06.99,28.81,32.13,33.13,1
81,"GROVES, Madeline",1995,AUS,2:07.02,27.64,32.41,33.44,1
82,"HASEGAWA, Suzuka",2000,JPN,2:07.35,28.79,32.58,32.76,1
83,"HOSHI, Natsumi",1990,JPN,2:07.37,28.81,32.47,32.68,1
84,"ZHANG, Yufei",1998,CHN,2:07.55,28.64,32.98,32.69,1
85,"HENTKE, Franziska",1989,GER,2:07.59,28.86,32.42,33.37,1
86,"THROSSELL, Brianna",1996,AUS,2:07.76,28.92,33.03,32.54,1
87,"VAN BERKEL, Martina Eva",1989,SUI,2:08.00,29.36,33.02,32.52,1
88,"ZHOU, Yilin",1992,CHN,2:08.21,28.60,33.36,32.69,1
89,"AN, Sehyeon",1995,KOR,2:08.42,28.77,32.60,33.55,1
90,"KLINAR, Anja",1988,SLO,2:08.43,28.79,32.76,33.01,1
91,"POLIERI, Alessia",1994,ITA,2:08.95,29.66,32.90,33.16,1
92,"LACROIX, Audrey",1983,CAN,2:09.21,28.89,32.89,32.77,1
93,"PIROZZI, Stefania",1993,ITA,2:09.40,30.27,32.40,33.44,1
94,"GRANGEON, Lara",1991,FRA,2:09.69,29.82,32.61,33.86,1
95,"WILLMOTT, Aimee",1993,GBR,2:09.71,29.07,32.83,33.24,1
96,"IGNACIO SORRIBES, Judit",1994,ESP,2:09.82,29.05,33.07,33.17,1
97,"PARK, Jinyoung",1997,KOR,2:09.99,30.05,33.31,32.97,1
98,"USTUNDAG, Nida Eliz",1996,TUR,2:10.02,30.19,33.11,33.38,1
99,"PINTO, Andreina",1991,VEN,2:10.60,29.87,32.82,33.53,1
100,"MARANHAO MELO, Joanna",1987,BRA,2:10.69,29.83,32.54,34.30,1
101,"GASSON, Helena D",1994,NZL,2:12.18,29.66,33.87,33.59,1
102,"BARDACH, Virginia",1992,ARG,2:13.58,30.16,33.77,34.11,1
103,"FAR NUNEZ, Maria Fernanda",1998,PAN,2:23.89,31.03,36.12,38.15,1
