,Name,Date Of Birth,Country,Number_200m,Number_first_50m,Number_second_50m,Number_third_50m,gender
75,"BARAO, William S",2001,USA,1:53.18,27.04,28.36,28.89,1
76,"FREEMAN, James",2001,BOT,1:54.14,26.39,29.20,29.24,1
77,"ARROYO, Jarod A",2001,PUR,1:54.39,26.63,28.96,28.93,1
78,"MORALES, Juan Manuel",2000,COL,1:55.25,26.69,28.87,29.57,1
79,"BURDISSO, Federico",2001,ITA,1:55.40,26.03,28.18,30.14,1
80,"MARIC, Ognjen",2000,CRO,1:55.44,26.55,28.97,29.64,1
81,"SAUBER, Bob",2001,LUX,1:55.50,26.92,29.31,29.87,1
82,"SANTO, Filipe Miguel",2000,POR,1:55.81,27.28,29.25,29.46,1
83,"CRUZ ZUNIGA, Guillermo",2000,MEX,1:55.88,27.27,29.72,29.61,1
84,"KUAN-HUNG, Wang",2002,TPE,1:59.54,27.10,29.73,31.60,1
85,"KEANE, Noel",2002,PLW,2:00.77,28.97,31.14,31.43,1
86,"NGUYEN, Huy Hoang",2000,VIE,2:00.98,29.07,30.72,31.03,1
87,"SCOTT, Daniel Micaiah",2000,GUY,2:05.43,27.80,30.83,32.60,1
