,Name,Date Of Birth,Country,Number_200m,Number_first_50m,Number_second_50m,Number_third_50m,gender
69,"NYIRADI, Reka",2004,HUN,2:12.49,31.48,33.63,33.61,1
70,"DENIZLI, Sudem",2005,TUR,2:14.61,31.54,33.62,34.72,1
71,"FONTANA, Chiara",2004,ITA,2:15.41,31.54,34.39,34.65,1
72,"PALICKA, Wiktoria",2005,POL,2:15.75,31.28,33.74,35.26,1
73,"SEIDEL, Lise",2006,GER,2:17.49,31.31,34.52,35.91,1
74,"BERNAT, Laura",2005,POL,2:11.72,30.84,33.00,34.69,1
75,"SHANAHAN, Katie",2004,GBR,2:12.98,32.42,33.48,33.68,1
76,"GAETANI, Erika",2004,ITA,2:13.51,31.13,33.66,34.46,1
77,"NYIRADI, Reka",2004,HUN,2:14.08,31.36,33.48,34.28,1
78,"SEIDEL, Lise",2006,GER,2:16.23,31.26,34.65,35.17,1
79,"FONTANA, Chiara",2004,ITA,2:16.36,32.17,34.65,34.91,1
80,"PALICKA, Wiktoria",2005,POL,2:17.80,31.86,35.26,35.47,1
81,"DENIZLI, Sudem",2005,TUR,2:17.88,31.59,33.54,34.68,1
82,"SAUNDERS, Rachel",2005,GBR,2:18.22,32.27,34.57,35.54,1
83,"SHARAFUTDINOVA, Nika",2005,UKR,2:18.78,31.52,34.00,35.81,1
84,"KASVIO, Louna",2006,FIN,2:18.94,32.84,35.22,35.95,1
85,"VERDONCK, Fleur",2006,BEL,2:19.33,32.59,35.08,36.19,1
86,"SPEHAR, Nika",2004,CRO,2:20.27,32.90,34.84,35.92,1
87,"NORBY, Kristine Nilsson",2005,DEN,2:20.81,32.53,34.78,36.16,1
88,"MARIN, Ioana",2005,ROU,2:21.18,31.79,35.92,36.62,1
89,"VALDMAA, Laura-Liis",2004,EST,2:21.77,31.93,36.02,36.67,1
90,"BERNAT, Laura",2005,POL,2:12.28,31.40,33.41,33.77,1
91,"SHANAHAN, Katie",2004,GBR,2:13.92,32.22,33.90,33.94,1
92,"GAETANI, Erika",2004,ITA,2:15.41,31.56,33.84,35.22,1
93,"NYIRADI, Reka",2004,HUN,2:15.75,31.75,33.88,35.29,1
94,"FONTANA, Chiara",2004,ITA,2:16.00,31.79,34.54,34.99,1
95,"DENIZLI, Sudem",2005,TUR,2:16.23,32.10,34.21,34.92,1
96,"PALICKA, Wiktoria",2005,POL,2:16.50,31.79,34.59,35.43,1
97,"SEIDEL, Lise",2006,GER,2:16.65,31.40,34.61,35.44,1
98,"SAUNDERS, Rachel",2005,GBR,2:17.72,32.27,34.29,35.54,1
99,"SHARAFUTDINOVA, Nika",2005,UKR,2:18.40,31.86,35.15,36.47,1
100,"KASVIO, Louna",2006,FIN,2:19.36,33.09,35.60,35.85,1
101,"VERDONCK, Fleur",2006,BEL,2:19.75,32.30,34.96,36.39,1
102,"SPEHAR, Nika",2004,CRO,2:19.93,33.39,35.18,35.50,1
103,"NORBY, Kristine Nilsson",2005,DEN,2:20.08,32.12,35.11,36.08,1
104,"MARIN, Ioana",2005,ROU,2:21.49,31.93,34.71,36.82,1
105,"TRENTKIEWICZ, Dominika",2004,POL,2:21.71,32.92,35.70,36.77,1
106,"VALDMAA, Laura-Liis",2004,EST,2:22.20,31.90,35.63,37.44,1
107,"ROVERSI, Paola",2005,ITA,2:22.41,32.77,35.35,37.00,1
108,"DOGAN, Goeksu",2005,TUR,2:23.35,32.45,35.82,37.30,1
109,"ERLENDSDOTTIR, Elisabeth",2005,FAR,2:24.40,33.33,36.55,37.35,1
110,"BERANEK, Sophie",2006,AUT,2:25.14,32.90,36.42,37.86,1
111,"GERIKSONAITE, Patricija",2007,LTU,2:27.33,33.26,37.49,38.64,1
112,"XHEMOLLARI, Vivian",2006,ALB,2:28.70,34.43,37.48,37.79,1
113,"BEQIRI, Jona",2006,KOS,2:31.03,35.79,38.91,39.14,1
