,Name,Date Of Birth,Country,Number_200m,Number_first_50m,Number_second_50m,Number_third_50m,gender
75,"TOGNI, Ilaria",2004,ITA,2:30.23,34.55,38.43,38.91,1
76,"PISCOPIELLO, Maria Letizia",2004,ITA,2:31.26,34.15,38.44,39.57,1
77,"ROBINSON, Sienna",2005,GBR,2:31.41,34.27,37.86,39.47,1
78,"NYSTRAND, Lisa",2006,SWE,2:31.65,34.55,38.26,38.91,1
79,"MEDVEDYEVA, Ol'ga",2005,UKR,2:32.39,33.98,38.60,39.95,1
80,"KLINT IPSA, Olivia",2005,SWE,2:32.60,34.04,38.54,39.39,1
81,"TASKILA, Pinja",2004,FIN,2:33.12,34.77,38.63,39.71,1
82,"BUKVIC, Martina",2006,SRB,2:33.13,34.66,38.77,39.93,1
83,"PALMER, Grace",2005,BEL,2:35.30,35.41,39.15,40.11,1
84,"CARRASCO CADENS, Emma",2005,ESP,2:28.93,34.30,37.97,38.40,1
85,"DELMAS, Justine",2005,FRA,2:28.50,33.78,37.61,38.48,1
86,"BOGOMOLOVA, Elena",2005,RUS,2:29.60,33.51,38.14,39.12,1
87,"MESSEL, Kellie",2004,GER,2:29.88,33.87,38.88,38.64,1
88,"MAYNE, Molly",2005,IRL,2:30.33,34.00,38.09,38.77,1
89,"JEFIMOVA, Eneli",2006,EST,2:30.68,34.27,39.50,39.69,1
90,"TOGNI, Ilaria",2004,ITA,2:31.10,34.65,38.26,38.94,1
91,"CARRASCO CADENS, Emma",2005,ESP,2:32.00,35.12,38.90,38.97,1
92,"SCHULZE, Nele",2004,GER,2:32.35,34.72,40.41,38.62,1
93,"PISCOPIELLO, Maria Letizia",2004,ITA,2:32.49,34.55,38.90,39.26,1
94,"MEDVEDYEVA, Ol'ga",2005,UKR,2:32.83,34.52,38.67,39.65,1
95,"BUKVIC, Martina",2006,SRB,2:33.03,34.56,38.35,39.77,1
96,"ROBINSON, Sienna",2005,GBR,2:33.16,33.87,38.17,40.10,1
97,"KLINT IPSA, Olivia",2005,SWE,2:33.67,34.67,39.48,39.50,1
98,"TASKILA, Pinja",2004,FIN,2:33.73,34.70,38.89,39.30,1
99,"PALMER, Grace",2005,BEL,2:33.77,35.60,39.06,39.70,1
100,"NYSTRAND, Lisa",2006,SWE,2:34.65,35.17,39.27,39.92,1
101,"COSKUN, Defne",2005,TUR,2:34.85,36.30,39.62,39.56,1
102,"BRAUN, Chloe",2004,FRA,2:35.29,34.91,39.44,40.20,1
103,"MALASHCHANKA, Anhelina",2004,BLR,2:35.38,34.02,39.22,40.24,1
104,"MIHALIC, Sara",2004,SLO,2:35.56,35.29,39.21,39.87,1
105,"ISAYEVA, Kamila",2005,UKR,2:35.69,35.17,39.02,40.51,1
106,"ANGELAKI, Chara",2004,GRE,2:35.85,35.61,39.85,39.93,1
107,"TKACHENKO, Alina",2005,UKR,2:36.87,35.13,40.08,41.04,1
108,"PRIBYLOVA, Jana",2005,CZE,2:37.65,35.18,41.32,41.97,1
109,"VAN DOOREN, Ante",2006,BEL,2:37.88,35.53,40.40,40.58,1
110,"KAITURI, Ellen",2006,FIN,2:37.91,35.03,40.15,41.09,1
111,"CUETO CABRERA, Havana",2007,SUI,2:38.12,35.13,40.22,41.68,1
112,"PETER, Virag",2004,HUN,2:38.61,34.75,40.24,41.71,1
113,"JANDIKOVA, Natalie",2005,CZE,2:39.18,34.59,40.76,41.68,1
114,"BORAKER, Saga",2004,SWE,2:39.84,35.01,41.29,41.36,1
115,"FALSDOTTIR, Eva Margret",2005,ISL,2:40.42,35.75,40.76,41.45,1
116,"MATAJA, Meri",2004,CRO,2:40.69,35.56,40.27,42.19,1
117,"SMOLSKAYA, Anna",2005,BLR,2:43.77,34.53,40.67,43.26,1
118,"GALEA, Maya",2005,MLT,2:44.84,37.54,41.21,42.69,1
119,"VORONTSOVA, Jekaterina",2005,EST,2:46.82,36.69,42.01,43.55,1
120,"HASHORVA, Telma",2005,ALB,2:53.17,38.07,43.78,45.49,1
121,"RODRIGUEZ SANCHEZ, Laura",2004,ESP,2:30.62,34.52,38.09,39.22,1
