,Name,Date Of Birth,Country,Number_100m,Number_50m
245,"BRO, Signe",1999,DEN,53.73,26.07
246,"HOPE, Lucy",1997,GBR,53.89,26.11
247,"WATTEL, Marie",1997,FRA,53.97,26.10
248,"COLEMAN, Michelle",1993,SWE,54.34,25.99
249,"KLANCAR, Neza",2000,SLO,54.82,26.34
250,"DI PIETRO, Silvia",1993,ITA,55.11,26.59
251,"GYURINOVICS, Fanni",2001,HUN,55.19,26.46
252,"BONNET, Charlotte",1995,FRA,53.93,25.77
253,"BRO, Signe",1999,DEN,54.01,26.05
254,"MUREZ, Andrea",1992,ISR,54.18,26.21
255,"HOPE, Lucy",1997,GBR,54.37,26.14
256,"KLANCAR, Neza",2000,SLO,54.49,26.39
257,"BUSCH, Kim",1998,NED,54.59,26.19
258,"COLEMAN, Michelle",1993,SWE,54.59,26.61
259,"UGOLKOVA, Maria",1989,SUI,55.53,26.82
260,"VERRASZTO, Evelyn",1989,HUN,55.81,27.06
261,"TARANTINO, Chiara",2003,ITA,55.95,27.00
262,"MC SHARRY, Mona",2000,IRL,55.95,26.70
263,"POLANSKA, Aleksandra",2000,POL,56.02,27.14
264,"OZBILEN, Selen",2001,TUR,56.08,27.22
265,"MALUKA, Ieva",2003,LAT,56.12,26.94
266,"BENKOVA, Laura",2000,SVK,58.16,27.91
267,"MACULA, Jona",2004,KOS,1:07.84,32.16
